"house" "east" "south" "exptDay" "obsmosq" "combo" "notmissing"
19 0.0265711950720288 0.0477716268971562 17 42 0 1
20 0.0214464313001372 0.0059696980053559 17 39 0 1
21 0.00150219927309081 0.0352754831663333 17 27 0 1
22 0.0291399559006095 0.0202075911103748 17 38 0 1
23 0.0364176910719834 0.0290812170947902 17 30 0 1
24 0.00733440684853122 0.00022360379807651 17 38 0 1
25 0.00146155931288376 0.0112514886306599 17 46 0 1
26 0.0418314361828379 0.0360919722588733 17 36 0 1
27 0.000804002047516406 0.0190746497712098 17 38 0 1
28 0.00518784776795655 0.0447375933174044 17 35 0 1
29 0.0144457500544377 0.00365034003043547 17 32 0 1
30 0.0169079821091145 0.0466376061900519 17 29 0 1
1 0.0180515794199891 0.0207028857897967 18 37 0 1
2 0.0264875606168062 0.0452752579934895 18 34 0 1
3 0.0211302131181583 0.0133699430967681 18 30 0 1
4 0.0471414358820766 0.0246531637501903 18 25 0 1
5 0.0212864422122948 0.0428888065041974 18 36 0 1
6 0.0278935593320057 0.0161480703391135 18 29 0 1
7 0.0370692563708872 0.00931552062975243 18 36 0 1
8 0.0189374983892776 0.00522016264731064 18 30 0 1
9 0.00616296123480424 0.0177609952515922 18 36 0 1
10 0.0366360850632191 0.0470406981534325 18 35 0 1
11 0.0498081122641452 0.0497988953604363 18 30 0 1
12 0.0428681681398302 0.0471872304100543 18 28 0 1
13 0.0462336069671437 0.00406348154647276 18 32 0 1
14 0.0342262177960947 0.00349544879281893 18 41 0 1
15 0.0373894681222737 0.0476662332424894 18 26 0 1
16 0.011006849759724 0.0455449752160348 18 35 0 1
17 0.00169371532974765 0.0198430469376035 18 36 0 1
18 0.0175706356880255 0.0105168378562666 18 36 0 1
19 0.0265711950720288 0.0477716268971562 18 30 0 1
20 0.0214464313001372 0.0059696980053559 18 44 0 1
21 0.00150219927309081 0.0352754831663333 18 33 0 1
22 0.0291399559006095 0.0202075911103748 18 39 0 1
23 0.0364176910719834 0.0290812170947902 18 39 0 1
24 0.00733440684853122 0.00022360379807651 18 30 0 1
25 0.00146155931288376 0.0112514886306599 18 29 0 1
26 0.0418314361828379 0.0360919722588733 18 37 0 1
27 0.000804002047516406 0.0190746497712098 18 29 0 1
28 0.00518784776795655 0.0447375933174044 18 32 0 1
29 0.0144457500544377 0.00365034003043547 18 33 0 1
30 0.0169079821091145 0.0466376061900519 18 33 0 1
1 0.0180515794199891 0.0207028857897967 19 35 1 1
2 0.0264875606168062 0.0452752579934895 19 43 0 1
3 0.0211302131181583 0.0133699430967681 19 31 1 1
4 0.0471414358820766 0.0246531637501903 19 27 1 1
5 0.0212864422122948 0.0428888065041974 19 35 1 1
6 0.0278935593320057 0.0161480703391135 19 31 0 1
7 0.0370692563708872 0.00931552062975243 19 38 1 1
8 0.0189374983892776 0.00522016264731064 19 27 1 1
9 0.00616296123480424 0.0177609952515922 19 45 0 1
10 0.0366360850632191 0.0470406981534325 19 47 0 1
11 0.0498081122641452 0.0497988953604363 19 23 1 1
12 0.0428681681398302 0.0471872304100543 19 32 1 1
13 0.0462336069671437 0.00406348154647276 19 36 1 1
14 0.0342262177960947 0.00349544879281893 19 28 0 1
15 0.0373894681222737 0.0476662332424894 19 31 1 1
16 0.011006849759724 0.0455449752160348 19 30 1 1
17 0.00169371532974765 0.0198430469376035 19 41 1 1
18 0.0175706356880255 0.0105168378562666 19 33 1 1
19 0.0265711950720288 0.0477716268971562 19 26 1 1
20 0.0214464313001372 0.0059696980053559 19 28 1 1
21 0.00150219927309081 0.0352754831663333 19 39 1 1
22 0.0291399559006095 0.0202075911103748 19 37 1 1
23 0.0364176910719834 0.0290812170947902 19 37 0 1
24 0.00733440684853122 0.00022360379807651 19 44 1 1
25 0.00146155931288376 0.0112514886306599 19 29 1 1
26 0.0418314361828379 0.0360919722588733 19 31 1 1
27 0.000804002047516406 0.0190746497712098 19 23 1 1
28 0.00518784776795655 0.0447375933174044 19 27 1 1
29 0.0144457500544377 0.00365034003043547 19 38 1 1
30 0.0169079821091145 0.0466376061900519 19 28 1 1
1 0.0180515794199891 0.0207028857897967 20 45 0 1
2 0.0264875606168062 0.0452752579934895 20 30 1 1
3 0.0211302131181583 0.0133699430967681 20 32 1 1
4 0.0471414358820766 0.0246531637501903 20 34 1 1
5 0.0212864422122948 0.0428888065041974 20 32 1 1
6 0.0278935593320057 0.0161480703391135 20 33 1 1
7 0.0370692563708872 0.00931552062975243 20 27 1 1
8 0.0189374983892776 0.00522016264731064 20 32 1 1
9 0.00616296123480424 0.0177609952515922 20 34 1 1
10 0.0366360850632191 0.0470406981534325 20 32 1 1
11 0.0498081122641452 0.0497988953604363 20 26 0 1
12 0.0428681681398302 0.0471872304100543 20 31 1 1
13 0.0462336069671437 0.00406348154647276 20 32 0 1
14 0.0342262177960947 0.00349544879281893 20 33 1 1
15 0.0373894681222737 0.0476662332424894 20 38 0 1
16 0.011006849759724 0.0455449752160348 20 28 1 1
17 0.00169371532974765 0.0198430469376035 20 39 1 1
18 0.0175706356880255 0.0105168378562666 20 40 1 1
19 0.0265711950720288 0.0477716268971562 20 30 1 1
20 0.0214464313001372 0.0059696980053559 20 32 1 1
21 0.00150219927309081 0.0352754831663333 20 25 1 1
22 0.0291399559006095 0.0202075911103748 20 28 1 1
23 0.0364176910719834 0.0290812170947902 20 27 1 1
24 0.00733440684853122 0.00022360379807651 20 41 1 1
25 0.00146155931288376 0.0112514886306599 20 34 1 1
26 0.0418314361828379 0.0360919722588733 20 48 1 1
27 0.000804002047516406 0.0190746497712098 20 44 0 1
28 0.00518784776795655 0.0447375933174044 20 34 0 1
29 0.0144457500544377 0.00365034003043547 20 38 1 1
30 0.0169079821091145 0.0466376061900519 20 21 1 1
1 0.0180515794199891 0.0207028857897967 21 28 0 1
2 0.0264875606168062 0.0452752579934895 21 34 1 1
3 0.0211302131181583 0.0133699430967681 21 39 0 1
4 0.0471414358820766 0.0246531637501903 21 29 1 1
5 0.0212864422122948 0.0428888065041974 21 50 1 1
6 0.0278935593320057 0.0161480703391135 21 31 1 1
7 0.0370692563708872 0.00931552062975243 21 28 1 1
8 0.0189374983892776 0.00522016264731064 21 29 1 1
9 0.00616296123480424 0.0177609952515922 21 31 1 1
10 0.0366360850632191 0.0470406981534325 21 33 1 1
11 0.0498081122641452 0.0497988953604363 21 48 1 1
12 0.0428681681398302 0.0471872304100543 21 34 1 1
13 0.0462336069671437 0.00406348154647276 21 36 1 1
14 0.0342262177960947 0.00349544879281893 21 40 0 1
15 0.0373894681222737 0.0476662332424894 21 34 1 1
16 0.011006849759724 0.0455449752160348 21 36 0 1
17 0.00169371532974765 0.0198430469376035 21 30 1 1
18 0.0175706356880255 0.0105168378562666 21 45 0 1
19 0.0265711950720288 0.0477716268971562 21 21 1 1
20 0.0214464313001372 0.0059696980053559 21 38 1 1
21 0.00150219927309081 0.0352754831663333 21 32 1 1
22 0.0291399559006095 0.0202075911103748 21 23 1 1
23 0.0364176910719834 0.0290812170947902 21 29 1 1
24 0.00733440684853122 0.00022360379807651 21 38 0 1
25 0.00146155931288376 0.0112514886306599 21 39 1 1
26 0.0418314361828379 0.0360919722588733 21 25 1 1
27 0.000804002047516406 0.0190746497712098 21 38 1 1
28 0.00518784776795655 0.0447375933174044 21 25 1 1
29 0.0144457500544377 0.00365034003043547 21 29 1 1
30 0.0169079821091145 0.0466376061900519 21 28 1 1
1 0.0180515794199891 0.0207028857897967 22 34 1 1
2 0.0264875606168062 0.0452752579934895 22 27 1 1
3 0.0211302131181583 0.0133699430967681 22 29 1 1
4 0.0471414358820766 0.0246531637501903 22 35 1 1
5 0.0212864422122948 0.0428888065041974 22 37 1 1
6 0.0278935593320057 0.0161480703391135 22 24 1 1
7 0.0370692563708872 0.00931552062975243 22 32 1 1
8 0.0189374983892776 0.00522016264731064 22 27 1 1
9 0.00616296123480424 0.0177609952515922 22 28 1 1
10 0.0366360850632191 0.0470406981534325 22 41 1 1
11 0.0498081122641452 0.0497988953604363 22 28 1 1
12 0.0428681681398302 0.0471872304100543 22 24 1 1
13 0.0462336069671437 0.00406348154647276 22 35 1 1
14 0.0342262177960947 0.00349544879281893 22 39 1 1
15 0.0373894681222737 0.0476662332424894 22 47 0 1
16 0.011006849759724 0.0455449752160348 22 35 1 1
17 0.00169371532974765 0.0198430469376035 22 43 1 1
18 0.0175706356880255 0.0105168378562666 22 38 1 1
19 0.0265711950720288 0.0477716268971562 22 32 1 1
20 0.0214464313001372 0.0059696980053559 22 26 0 1
21 0.00150219927309081 0.0352754831663333 22 39 1 1
22 0.0291399559006095 0.0202075911103748 22 40 0 1
23 0.0364176910719834 0.0290812170947902 22 31 1 1
24 0.00733440684853122 0.00022360379807651 22 35 0 1
25 0.00146155931288376 0.0112514886306599 22 27 1 1
26 0.0418314361828379 0.0360919722588733 22 33 1 1
27 0.000804002047516406 0.0190746497712098 22 35 1 1
28 0.00518784776795655 0.0447375933174044 22 34 0 1
29 0.0144457500544377 0.00365034003043547 22 31 0 1
30 0.0169079821091145 0.0466376061900519 22 34 1 1
1 0.0180515794199891 0.0207028857897967 23 37 1 1
2 0.0264875606168062 0.0452752579934895 23 28 1 1
3 0.0211302131181583 0.0133699430967681 23 24 1 1
4 0.0471414358820766 0.0246531637501903 23 33 1 1
5 0.0212864422122948 0.0428888065041974 23 32 1 1
6 0.0278935593320057 0.0161480703391135 23 32 0 1
7 0.0370692563708872 0.00931552062975243 23 41 1 1
8 0.0189374983892776 0.00522016264731064 23 23 1 1
9 0.00616296123480424 0.0177609952515922 23 42 0 1
10 0.0366360850632191 0.0470406981534325 23 37 0 1
11 0.0498081122641452 0.0497988953604363 23 34 1 1
12 0.0428681681398302 0.0471872304100543 23 45 1 1
13 0.0462336069671437 0.00406348154647276 23 35 1 1
14 0.0342262177960947 0.00349544879281893 23 43 0 1
15 0.0373894681222737 0.0476662332424894 23 34 1 1
16 0.011006849759724 0.0455449752160348 23 33 1 1
17 0.00169371532974765 0.0198430469376035 23 38 1 1
18 0.0175706356880255 0.0105168378562666 23 27 1 1
19 0.0265711950720288 0.0477716268971562 23 32 0 1
20 0.0214464313001372 0.0059696980053559 23 27 1 1
21 0.00150219927309081 0.0352754831663333 23 34 1 1
22 0.0291399559006095 0.0202075911103748 23 32 1 1
23 0.0364176910719834 0.0290812170947902 23 28 1 1
24 0.00733440684853122 0.00022360379807651 23 41 1 1
25 0.00146155931288376 0.0112514886306599 23 30 1 1
26 0.0418314361828379 0.0360919722588733 23 24 1 1
27 0.000804002047516406 0.0190746497712098 23 37 1 1
28 0.00518784776795655 0.0447375933174044 23 42 0 1
29 0.0144457500544377 0.00365034003043547 23 26 1 1
30 0.0169079821091145 0.0466376061900519 23 29 1 1
1 0.0180515794199891 0.0207028857897967 24 29 1 1
2 0.0264875606168062 0.0452752579934895 24 45 1 1
3 0.0211302131181583 0.0133699430967681 24 33 0 1
4 0.0471414358820766 0.0246531637501903 24 24 1 1
5 0.0212864422122948 0.0428888065041974 24 38 0 1
6 0.0278935593320057 0.0161480703391135 24 35 1 1
7 0.0370692563708872 0.00931552062975243 24 36 1 1
8 0.0189374983892776 0.00522016264731064 24 38 1 1
9 0.00616296123480424 0.0177609952515922 24 41 0 1
10 0.0366360850632191 0.0470406981534325 24 29 1 1
11 0.0498081122641452 0.0497988953604363 24 31 1 1
12 0.0428681681398302 0.0471872304100543 24 32 1 1
13 0.0462336069671437 0.00406348154647276 24 38 0 1
14 0.0342262177960947 0.00349544879281893 24 26 0 1
15 0.0373894681222737 0.0476662332424894 24 32 1 1
16 0.011006849759724 0.0455449752160348 24 32 1 1
17 0.00169371532974765 0.0198430469376035 24 35 1 1
18 0.0175706356880255 0.0105168378562666 24 33 1 1
19 0.0265711950720288 0.0477716268971562 24 31 1 1
20 0.0214464313001372 0.0059696980053559 24 45 1 1
21 0.00150219927309081 0.0352754831663333 24 32 1 1
22 0.0291399559006095 0.0202075911103748 24 36 1 1
23 0.0364176910719834 0.0290812170947902 24 30 1 1
24 0.00733440684853122 0.00022360379807651 24 35 1 1
25 0.00146155931288376 0.0112514886306599 24 38 1 1
26 0.0418314361828379 0.0360919722588733 24 30 1 1
27 0.000804002047516406 0.0190746497712098 24 28 1 1
28 0.00518784776795655 0.0447375933174044 24 25 1 1
29 0.0144457500544377 0.00365034003043547 24 26 1 1
30 0.0169079821091145 0.0466376061900519 24 37 0 1
1 0.0180515794199891 0.0207028857897967 25 32 1 1
2 0.0264875606168062 0.0452752579934895 25 31 1 1
3 0.0211302131181583 0.0133699430967681 25 31 1 1
4 0.0471414358820766 0.0246531637501903 25 25 1 1
5 0.0212864422122948 0.0428888065041974 25 40 1 1
6 0.0278935593320057 0.0161480703391135 25 41 1 1
7 0.0370692563708872 0.00931552062975243 25 31 1 1
8 0.0189374983892776 0.00522016264731064 25 33 1 1
9 0.00616296123480424 0.0177609952515922 25 26 1 1
10 0.0366360850632191 0.0470406981534325 25 28 1 1
11 0.0498081122641452 0.0497988953604363 25 38 1 1
12 0.0428681681398302 0.0471872304100543 25 31 1 1
13 0.0462336069671437 0.00406348154647276 25 39 0 1
14 0.0342262177960947 0.00349544879281893 25 43 1 1
15 0.0373894681222737 0.0476662332424894 25 51 0 1
16 0.011006849759724 0.0455449752160348 25 39 0 1
17 0.00169371532974765 0.0198430469376035 25 29 1 1
18 0.0175706356880255 0.0105168378562666 25 43 0 1
19 0.0265711950720288 0.0477716268971562 25 31 1 1
20 0.0214464313001372 0.0059696980053559 25 35 0 1
21 0.00150219927309081 0.0352754831663333 25 37 1 1
22 0.0291399559006095 0.0202075911103748 25 34 1 1
23 0.0364176910719834 0.0290812170947902 25 27 1 1
24 0.00733440684853122 0.00022360379807651 25 28 1 1
25 0.00146155931288376 0.0112514886306599 25 39 1 1
26 0.0418314361828379 0.0360919722588733 25 23 1 1
27 0.000804002047516406 0.0190746497712098 25 23 1 1
28 0.00518784776795655 0.0447375933174044 25 33 0 1
29 0.0144457500544377 0.00365034003043547 25 28 1 1
30 0.0169079821091145 0.0466376061900519 25 31 1 1
1 0.0180515794199891 0.0207028857897967 26 23 1 1
2 0.0264875606168062 0.0452752579934895 26 39 1 1
3 0.0211302131181583 0.0133699430967681 26 36 1 1
4 0.0471414358820766 0.0246531637501903 26 23 1 1
5 0.0212864422122948 0.0428888065041974 26 33 1 1
6 0.0278935593320057 0.0161480703391135 26 31 1 1
7 0.0370692563708872 0.00931552062975243 26 36 0 1
8 0.0189374983892776 0.00522016264731064 26 24 1 1
9 0.00616296123480424 0.0177609952515922 26 37 1 1
10 0.0366360850632191 0.0470406981534325 26 35 1 1
11 0.0498081122641452 0.0497988953604363 26 39 1 1
12 0.0428681681398302 0.0471872304100543 26 28 1 1
13 0.0462336069671437 0.00406348154647276 26 41 1 1
14 0.0342262177960947 0.00349544879281893 26 39 1 1
15 0.0373894681222737 0.0476662332424894 26 34 1 1
16 0.011006849759724 0.0455449752160348 26 36 0 1
17 0.00169371532974765 0.0198430469376035 26 33 1 1
18 0.0175706356880255 0.0105168378562666 26 34 1 1
19 0.0265711950720288 0.0477716268971562 26 37 1 1
20 0.0214464313001372 0.0059696980053559 26 30 1 1
21 0.00150219927309081 0.0352754831663333 26 35 1 1
22 0.0291399559006095 0.0202075911103748 26 31 0 1
23 0.0364176910719834 0.0290812170947902 26 34 1 1
24 0.00733440684853122 0.00022360379807651 26 30 1 1
25 0.00146155931288376 0.0112514886306599 26 33 0 1
26 0.0418314361828379 0.0360919722588733 26 30 1 1
27 0.000804002047516406 0.0190746497712098 26 31 0 1
28 0.00518784776795655 0.0447375933174044 26 24 1 1
29 0.0144457500544377 0.00365034003043547 26 50 0 1
30 0.0169079821091145 0.0466376061900519 26 34 1 1
1 0.0180515794199891 0.0207028857897967 27 45 0 1
2 0.0264875606168062 0.0452752579934895 27 31 1 1
3 0.0211302131181583 0.0133699430967681 27 29 1 1
4 0.0471414358820766 0.0246531637501903 27 34 1 1
5 0.0212864422122948 0.0428888065041974 27 39 1 1
6 0.0278935593320057 0.0161480703391135 27 38 1 1
7 0.0370692563708872 0.00931552062975243 27 31 1 1
8 0.0189374983892776 0.00522016264731064 27 33 1 1
9 0.00616296123480424 0.0177609952515922 27 31 1 1
10 0.0366360850632191 0.0470406981534325 27 25 1 1
11 0.0498081122641452 0.0497988953604363 27 38 1 1
12 0.0428681681398302 0.0471872304100543 27 27 1 1
13 0.0462336069671437 0.00406348154647276 27 38 0 1
14 0.0342262177960947 0.00349544879281893 27 24 1 1
15 0.0373894681222737 0.0476662332424894 27 26 1 1
16 0.011006849759724 0.0455449752160348 27 46 1 1
17 0.00169371532974765 0.0198430469376035 27 37 0 1
18 0.0175706356880255 0.0105168378562666 27 35 1 1
19 0.0265711950720288 0.0477716268971562 27 44 0 1
20 0.0214464313001372 0.0059696980053559 27 42 0 1
21 0.00150219927309081 0.0352754831663333 27 31 1 1
22 0.0291399559006095 0.0202075911103748 27 34 1 1
23 0.0364176910719834 0.0290812170947902 27 27 0 1
24 0.00733440684853122 0.00022360379807651 27 34 1 1
25 0.00146155931288376 0.0112514886306599 27 31 1 1
26 0.0418314361828379 0.0360919722588733 27 28 1 1
27 0.000804002047516406 0.0190746497712098 27 28 1 1
28 0.00518784776795655 0.0447375933174044 27 34 1 1
29 0.0144457500544377 0.00365034003043547 27 31 1 1
30 0.0169079821091145 0.0466376061900519 27 29 1 1
1 0.0180515794199891 0.0207028857897967 28 36 1 1
2 0.0264875606168062 0.0452752579934895 28 32 1 1
3 0.0211302131181583 0.0133699430967681 28 26 1 1
4 0.0471414358820766 0.0246531637501903 28 35 1 1
5 0.0212864422122948 0.0428888065041974 28 23 1 1
6 0.0278935593320057 0.0161480703391135 28 38 0 1
7 0.0370692563708872 0.00931552062975243 28 30 1 1
8 0.0189374983892776 0.00522016264731064 28 27 1 1
9 0.00616296123480424 0.0177609952515922 28 26 1 1
10 0.0366360850632191 0.0470406981534325 28 29 1 1
11 0.0498081122641452 0.0497988953604363 28 42 1 1
12 0.0428681681398302 0.0471872304100543 28 25 1 1
13 0.0462336069671437 0.00406348154647276 28 37 1 1
14 0.0342262177960947 0.00349544879281893 28 33 0 1
15 0.0373894681222737 0.0476662332424894 28 41 0 1
16 0.011006849759724 0.0455449752160348 28 41 1 1
17 0.00169371532974765 0.0198430469376035 28 31 1 1
18 0.0175706356880255 0.0105168378562666 28 28 1 1
19 0.0265711950720288 0.0477716268971562 28 37 0 1
20 0.0214464313001372 0.0059696980053559 28 49 0 1
21 0.00150219927309081 0.0352754831663333 28 41 1 1
22 0.0291399559006095 0.0202075911103748 28 30 1 1
23 0.0364176910719834 0.0290812170947902 28 37 1 1
24 0.00733440684853122 0.00022360379807651 28 34 1 1
25 0.00146155931288376 0.0112514886306599 28 32 0 1
26 0.0418314361828379 0.0360919722588733 28 36 1 1
27 0.000804002047516406 0.0190746497712098 28 29 1 1
28 0.00518784776795655 0.0447375933174044 28 28 1 1
29 0.0144457500544377 0.00365034003043547 28 27 1 1
30 0.0169079821091145 0.0466376061900519 28 40 1 1
1 0.0180515794199891 0.0207028857897967 29 39 1 1
2 0.0264875606168062 0.0452752579934895 29 21 1 1
3 0.0211302131181583 0.0133699430967681 29 30 1 1
4 0.0471414358820766 0.0246531637501903 29 45 0 1
5 0.0212864422122948 0.0428888065041974 29 35 1 1
6 0.0278935593320057 0.0161480703391135 29 30 1 1
7 0.0370692563708872 0.00931552062975243 29 40 1 1
8 0.0189374983892776 0.00522016264731064 29 29 1 1
9 0.00616296123480424 0.0177609952515922 29 38 1 1
10 0.0366360850632191 0.0470406981534325 29 29 1 1
11 0.0498081122641452 0.0497988953604363 29 30 0 1
12 0.0428681681398302 0.0471872304100543 29 25 1 1
13 0.0462336069671437 0.00406348154647276 29 32 0 1
14 0.0342262177960947 0.00349544879281893 29 26 1 1
15 0.0373894681222737 0.0476662332424894 29 34 1 1
16 0.011006849759724 0.0455449752160348 29 39 1 1
17 0.00169371532974765 0.0198430469376035 29 40 1 1
18 0.0175706356880255 0.0105168378562666 29 33 1 1
19 0.0265711950720288 0.0477716268971562 29 40 1 1
20 0.0214464313001372 0.0059696980053559 29 36 1 1
21 0.00150219927309081 0.0352754831663333 29 34 1 1
22 0.0291399559006095 0.0202075911103748 29 35 0 1
23 0.0364176910719834 0.0290812170947902 29 28 1 1
24 0.00733440684853122 0.00022360379807651 29 39 0 1
25 0.00146155931288376 0.0112514886306599 29 28 1 1
26 0.0418314361828379 0.0360919722588733 29 35 1 1
27 0.000804002047516406 0.0190746497712098 29 36 1 1
28 0.00518784776795655 0.0447375933174044 29 35 0 1
29 0.0144457500544377 0.00365034003043547 29 29 1 1
30 0.0169079821091145 0.0466376061900519 29 30 1 1
1 0.0180515794199891 0.0207028857897967 30 45 0 1
2 0.0264875606168062 0.0452752579934895 30 42 1 1
3 0.0211302131181583 0.0133699430967681 30 28 1 1
4 0.0471414358820766 0.0246531637501903 30 35 1 1
5 0.0212864422122948 0.0428888065041974 30 39 0 1
6 0.0278935593320057 0.0161480703391135 30 36 1 1
7 0.0370692563708872 0.00931552062975243 30 36 1 1
8 0.0189374983892776 0.00522016264731064 30 42 1 1
9 0.00616296123480424 0.0177609952515922 30 34 1 1
10 0.0366360850632191 0.0470406981534325 30 41 0 1
11 0.0498081122641452 0.0497988953604363 30 31 1 1
12 0.0428681681398302 0.0471872304100543 30 20 1 1
13 0.0462336069671437 0.00406348154647276 30 27 1 1
14 0.0342262177960947 0.00349544879281893 30 33 1 1
15 0.0373894681222737 0.0476662332424894 30 27 1 1
16 0.011006849759724 0.0455449752160348 30 28 1 1
17 0.00169371532974765 0.0198430469376035 30 39 1 1
18 0.0175706356880255 0.0105168378562666 30 39 0 1
19 0.0265711950720288 0.0477716268971562 30 26 1 1
20 0.0214464313001372 0.0059696980053559 30 30 1 1
21 0.00150219927309081 0.0352754831663333 30 32 1 1
22 0.0291399559006095 0.0202075911103748 30 39 1 1
23 0.0364176910719834 0.0290812170947902 30 28 1 1
24 0.00733440684853122 0.00022360379807651 30 24 1 1
25 0.00146155931288376 0.0112514886306599 30 49 0 1
26 0.0418314361828379 0.0360919722588733 30 30 1 1
27 0.000804002047516406 0.0190746497712098 30 33 1 1
28 0.00518784776795655 0.0447375933174044 30 28 1 1
29 0.0144457500544377 0.00365034003043547 30 24 1 1
30 0.0169079821091145 0.0466376061900519 30 35 0 1
1 0.0180515794199891 0.0207028857897967 31 36 1 1
2 0.0264875606168062 0.0452752579934895 31 38 0 1
3 0.0211302131181583 0.0133699430967681 31 33 1 1
4 0.0471414358820766 0.0246531637501903 31 45 1 1
5 0.0212864422122948 0.0428888065041974 31 36 1 1
6 0.0278935593320057 0.0161480703391135 31 33 0 1
7 0.0370692563708872 0.00931552062975243 31 41 0 1
8 0.0189374983892776 0.00522016264731064 31 29 1 1
9 0.00616296123480424 0.0177609952515922 31 29 0 1
10 0.0366360850632191 0.0470406981534325 31 32 1 1
11 0.0498081122641452 0.0497988953604363 31 28 0 1
12 0.0428681681398302 0.0471872304100543 31 31 1 1
13 0.0462336069671437 0.00406348154647276 31 32 0 1
14 0.0342262177960947 0.00349544879281893 31 25 1 1
15 0.0373894681222737 0.0476662332424894 31 42 1 1
16 0.011006849759724 0.0455449752160348 31 27 1 1
17 0.00169371532974765 0.0198430469376035 31 27 1 1
18 0.0175706356880255 0.0105168378562666 31 34 1 1
19 0.0265711950720288 0.0477716268971562 31 24 1 1
20 0.0214464313001372 0.0059696980053559 31 30 1 1
21 0.00150219927309081 0.0352754831663333 31 40 1 1
22 0.0291399559006095 0.0202075911103748 31 32 1 1
23 0.0364176910719834 0.0290812170947902 31 31 1 1
24 0.00733440684853122 0.00022360379807651 31 35 1 1
25 0.00146155931288376 0.0112514886306599 31 35 1 1
26 0.0418314361828379 0.0360919722588733 31 33 1 1
27 0.000804002047516406 0.0190746497712098 31 36 1 1
28 0.00518784776795655 0.0447375933174044 31 29 1 1
29 0.0144457500544377 0.00365034003043547 31 36 1 1
30 0.0169079821091145 0.0466376061900519 31 41 1 1
1 0.0180515794199891 0.0207028857897967 32 32 1 1
2 0.0264875606168062 0.0452752579934895 32 31 1 1
3 0.0211302131181583 0.0133699430967681 32 31 1 1
4 0.0471414358820766 0.0246531637501903 32 46 0 1
5 0.0212864422122948 0.0428888065041974 32 29 1 1
6 0.0278935593320057 0.0161480703391135 32 28 1 1
7 0.0370692563708872 0.00931552062975243 32 36 0 1
8 0.0189374983892776 0.00522016264731064 32 38 1 1
9 0.00616296123480424 0.0177609952515922 32 35 0 1
10 0.0366360850632191 0.0470406981534325 32 42 0 1
11 0.0498081122641452 0.0497988953604363 32 36 1 1
12 0.0428681681398302 0.0471872304100543 32 32 1 1
13 0.0462336069671437 0.00406348154647276 32 35 1 1
14 0.0342262177960947 0.00349544879281893 32 23 1 1
15 0.0373894681222737 0.0476662332424894 32 30 1 1
16 0.011006849759724 0.0455449752160348 32 22 1 1
17 0.00169371532974765 0.0198430469376035 32 26 1 1
18 0.0175706356880255 0.0105168378562666 32 42 1 1
19 0.0265711950720288 0.0477716268971562 32 29 1 1
20 0.0214464313001372 0.0059696980053559 32 38 1 1
21 0.00150219927309081 0.0352754831663333 32 30 1 1
22 0.0291399559006095 0.0202075911103748 32 42 0 1
23 0.0364176910719834 0.0290812170947902 32 32 1 1
24 0.00733440684853122 0.00022360379807651 32 37 1 1
25 0.00146155931288376 0.0112514886306599 32 35 0 1
26 0.0418314361828379 0.0360919722588733 32 24 1 1
27 0.000804002047516406 0.0190746497712098 32 32 1 1
28 0.00518784776795655 0.0447375933174044 32 27 1 1
29 0.0144457500544377 0.00365034003043547 32 36 1 1
30 0.0169079821091145 0.0466376061900519 32 44 1 1
1 0.0180515794199891 0.0207028857897967 33 37 1 1
2 0.0264875606168062 0.0452752579934895 33 37 0 1
3 0.0211302131181583 0.0133699430967681 33 32 1 1
4 0.0471414358820766 0.0246531637501903 33 30 1 1
5 0.0212864422122948 0.0428888065041974 33 25 1 1
6 0.0278935593320057 0.0161480703391135 33 33 1 1
7 0.0370692563708872 0.00931552062975243 33 37 1 1
8 0.0189374983892776 0.00522016264731064 33 38 1 1
9 0.00616296123480424 0.0177609952515922 33 38 0 1
10 0.0366360850632191 0.0470406981534325 33 40 1 1
11 0.0498081122641452 0.0497988953604363 33 26 1 1
12 0.0428681681398302 0.0471872304100543 33 42 0 1
13 0.0462336069671437 0.00406348154647276 33 36 1 1
14 0.0342262177960947 0.00349544879281893 33 37 1 1
15 0.0373894681222737 0.0476662332424894 33 35 1 1
16 0.011006849759724 0.0455449752160348 33 36 1 1
17 0.00169371532974765 0.0198430469376035 33 48 0 1
18 0.0175706356880255 0.0105168378562666 33 23 1 1
19 0.0265711950720288 0.0477716268971562 33 27 1 1
20 0.0214464313001372 0.0059696980053559 33 30 1 1
21 0.00150219927309081 0.0352754831663333 33 33 0 1
22 0.0291399559006095 0.0202075911103748 33 31 1 1
23 0.0364176910719834 0.0290812170947902 33 41 0 1
24 0.00733440684853122 0.00022360379807651 33 39 1 1
25 0.00146155931288376 0.0112514886306599 33 28 1 1
26 0.0418314361828379 0.0360919722588733 33 28 1 1
27 0.000804002047516406 0.0190746497712098 33 30 1 1
28 0.00518784776795655 0.0447375933174044 33 31 1 1
29 0.0144457500544377 0.00365034003043547 33 25 1 1
30 0.0169079821091145 0.0466376061900519 33 27 1 1
1 0.0180515794199891 0.0207028857897967 34 38 1 1
2 0.0264875606168062 0.0452752579934895 34 33 0 1
3 0.0211302131181583 0.0133699430967681 34 43 1 1
4 0.0471414358820766 0.0246531637501903 34 33 1 1
5 0.0212864422122948 0.0428888065041974 34 25 1 1
6 0.0278935593320057 0.0161480703391135 34 32 1 1
7 0.0370692563708872 0.00931552062975243 34 29 1 1
